seller_state,seller_zip_code_prefix,geolocation_lat,geolocation_lng,total_reviews,avg_review_score,percentage_negative_reviews
MG,31050,-19.898569593157404,-43.895245036379841,822,1.33,83.33
SP,3667,-23.531306949151652,-46.494794558100494,345,1.4,93.33
SP,1244,-23.562049127976639,-46.659590314033544,594,1.67,83.33
SP,5041,-23.523859941092379,-46.695805542639654,300,1.67,83.33
SP,8020,-23.50473849635927,-46.4415119870684,378,1.67,83.33
SP,3390,-23.592386803425217,-46.5258195277054,522,1.72,77.78
SP,3937,-23.586002562149023,-46.4996376283361,637,1.92,76.92
RS,98910,-27.776575904388324,-54.235518408436818,1890,1.93,71.43
SP,4088,-23.605905918512409,-46.661276579305849,819,2,77.78
SP,8080,-23.487422115473279,-46.4300278559273,652,2,75
SP,8500,-23.544814881452591,-46.365856492687755,292,2,75
SP,19300,-22.008508143870543,-51.556343601534415,602,2,71.43
SP,3581,-23.555809968332554,-46.499637906526736,203,2.14,42.86
SP,4101,-23.585606749985569,-46.633794747480572,504,2.14,71.43
SP,6506,-23.418613866785357,-46.958876335414175,816,2.2,65.44
SP,6380,-23.541912078130053,-46.837210053474351,1026,2.22,44.44
PR,86026,-23.311278572671078,-51.157084110653223,284,2.25,75
SP,4578,-23.607634203985253,-46.697251575548705,595,2.29,57.14
PR,81810,-25.5070141831112,-49.2759629794623,2538,2.33,55.56
PE,52010,-8.0588671413990713,-34.900210574694889,330,2.36,63.64
SP,13202,-23.204103869609316,-46.872590096658492,640,2.4,60
DF,72251,-15.788929833208348,-48.124814674591,708,2.42,58.33
MG,36504,-21.113687113557148,-42.9373312699572,203,2.43,71.43
SP,4516,-23.604744084029711,-46.669288711338581,1053,2.56,55.56
SP,6455,-23.50112394188579,-46.849701628693076,1476,2.56,55.56
SP,3813,-23.488234128266232,-46.469989005432,5658,2.57,58.7
MG,38402,-18.873998221431012,-48.274139812786309,805,2.6,60
SP,3191,-23.568801464537241,-46.571739409275487,720,2.6,53.33
SP,4111,-23.58639253610523,-46.632292260896016,375,2.6,60
SP,5571,-23.59455594240238,-46.787488711271827,205,2.6,60
SP,12914,-22.964802783097717,-46.53441931528527,1144,2.63,62.5
SP,4362,-23.645347857953929,-46.668963118638466,5016,2.66,52.63
MG,35660,-19.85354112121189,-44.608822260711328,2304,2.67,55.56
SP,18085,-23.472414567045831,-47.433669226304247,1314,2.67,55.56
RN,59077,-5.8402480652230375,-35.207930750346257,32,2.69,37.5
SP,2873,-23.457069438287938,-46.682406223176471,357,2.71,57.14
SP,6663,-23.557647455396513,-46.939782586668528,1484,2.71,57.14
SP,13101,-22.914020006042708,-47.013535408232528,19019,2.71,50.24
MG,30775,-19.896490671704079,-43.96875730467174,968,2.73,54.55
SP,18131,-23.53171637882901,-47.148670759327544,440,2.73,54.55
PR,84430,-25.22967701050208,-50.60389689507096,664,2.75,75
SP,3445,-23.548768170341049,-46.528726088626271,544,2.82,52.94
DF,73020,-15.657448058889157,-47.809510385882696,221,2.88,41.18
RJ,22793,-23.000618991095674,-43.404718284567259,21105,2.89,51.11
RS,98975,-27.986799762328438,-54.840999985429846,819,2.9,38.1
SP,15115,-20.917115337770696,-49.450818839541363,1806,2.9,47.62
SP,7179,-23.404045959771732,-46.418774323737594,1144,2.91,54.55
SP,12331,-23.271937941862578,-46.06549877693503,66,2.91,54.55
SP,3017,-23.536603102561834,-46.610939566633434,3604,2.95,43.4
MG,30494,-19.960059611364837,-43.961648486334163,7830,3,40.74
PR,87160,-23.344955912199225,-52.099048257656349,1938,3,47.37
RS,91150,-30.003260177408123,-51.118735144263617,1035,3,44.44
SP,2611,-23.467790322895219,-46.648206260815357,1192,3,37.5
SP,4293,-23.621390480559313,-46.615973950732915,250,3,60
SP,12233,-23.246680687314193,-45.88690913568319,26600,3.02,44.36
SP,1512,-23.553717206079817,-46.629499097304105,6972,3.04,45.24
MG,30620,-19.983319169326879,-44.001373863282218,4540,3.05,35
PR,81560,-25.486783628777115,-49.217558003508472,1696,3.06,43.75
RJ,27321,-22.524398274567218,-44.184183789507983,1581,3.06,41.18
MG,37584,-21.865404185877193,-45.650823499750345,3924,3.07,40.37
SP,8583,-23.4451043722629,-46.374469659969165,5548,3.08,36.84
SP,13105,-22.888413155714876,-46.984421981576823,828,3.08,41.67
SP,19820,-22.748946620633905,-50.578951684465736,1144,3.08,38.46
GO,75901,-17.804500726925006,-50.916494660436,2628,3.11,44.44
SP,9291,-23.645100566456694,-46.519200513273972,5985,3.11,36.51
MG,35170,-19.506713154390678,-42.628614039650081,14322,3.12,38.1
SP,5455,-23.541383039361257,-46.711854471589234,1404,3.13,40.38
SP,13056,-22.975100456164611,-47.142925230302289,2512,3.13,31.25
PR,85851,-25.541844711589412,-54.58482020405328,14651,3.14,40.66
SP,4615,-23.62310189768392,-46.667495364375988,399,3.14,42.86
SP,3304,-23.545147862770502,-46.578130321226951,260,3.15,38.46
RJ,21921,-22.808304429133386,-43.185648566977186,4248,3.17,44.44
RJ,24813,-22.754117583287929,-42.888835530246112,527,3.18,29.41
SP,4674,-23.663855154832149,-46.685792178080291,1837,3.18,45.45
SP,3410,-23.550461849189325,-46.5514365695518,295,3.2,60
GO,76500,-14.43073368841814,-49.7106029180799,180,3.22,44.44
SP,3059,-23.540171867461595,-46.591687772658545,1936,3.23,27.27
SP,6144,-23.566932612528714,-46.800935610121741,2079,3.24,39.39
SP,16022,-21.232308702656155,-50.463923190469671,493,3.24,35.29
RS,90220,-30.02113692774557,-51.209674184414439,2096,3.25,31.25
SP,4761,-23.662843397851397,-46.718027386610125,360,3.25,41.67
SP,13272,-22.951601887531687,-47.001995558911766,1782,3.27,36.36
SP,9163,-23.762945850483192,-46.473361103844681,150,3.28,36
SP,1129,-23.524051385464386,-46.645073040129979,920,3.3,34.78
SP,8030,-23.503205760149903,-46.422284208336272,10200,3.3,34
SC,88050,-27.51837638111175,-48.5162770076532,1053,3.31,30.77
SP,8615,-23.547817339445285,-46.295623734950205,2860,3.31,30.77
MG,32310,-19.938768933234908,-44.03834169825096,3971,3.32,42.11
SP,3417,-23.539899237124576,-46.54740652791638,1615,3.32,37.65
SP,7174,-23.424944108387592,-46.422657417397957,5002,3.32,31.71
SP,19023,-22.110680580939569,-51.399092120481292,3080,3.32,32.14
SP,4763,-23.669585083295051,-46.718573292341965,924,3.33,41.67
PR,87030,-23.413770021773331,-51.927069895500168,46650,3.36,32.15
SP,8577,-23.4861114546622,-46.366720765317062,202662,3.36,29.15
MG,36050,-21.734493417365485,-43.348831240772512,6042,3.37,34.21
SP,5468,-23.539050227122878,-46.715773064756036,2641,3.37,36.84
SP,13730,-21.466660105003793,-47.0053072961284,2850,3.37,39.47
RJ,21635,-22.832902971525165,-43.412302781197937,1144,3.38,30.77
RJ,24020,-22.8937011455631,-43.120417849276684,6096,3.38,31.25
SP,6180,-23.536524750087452,-46.803410574577647,712,3.38,37.5
SP,8223,-23.526859220417407,-46.471072057762875,1781,3.38,38.46
SP,18608,-22.866052773277371,-48.460692033276274,15089,3.38,34.18
SP,13660,-21.866032425983494,-47.478101758121277,78200,3.4,34.78
SP,14092,-21.177709840485353,-47.767820075451674,47523,3.4,32.09
PR,81200,-25.437196092611345,-49.332558792175924,1519,3.43,42.86
SC,89136,-26.889322403539186,-49.350562973333929,994,3.43,42.86
SC,89220,-26.270742296656483,-48.881817687818057,1260,3.43,35.71
SP,15840,-21.314997747152894,-49.055417305075984,2898,3.43,30.43
SP,17210,-22.285564358190715,-48.535057809242154,5334,3.43,30.95
SP,13145,-22.735332235607455,-47.176654065671066,4140,3.45,30
SP,13211,-23.189420416902376,-46.921573347175126,2123,3.45,27.27
SP,1319,-23.551881657731425,-46.640727972716249,14760,3.46,31.1
SP,7194,-23.442890814200958,-46.506739029261269,4823,3.46,31.87
MG,35530,-20.437204870235004,-44.762034059759443,23380,3.47,27.14
SP,3273,-23.577346895605476,-46.55995457781836,2772,3.47,24.24
PR,84530,-25.371975656252413,-50.46208383582232,1694,3.49,25.97
PR,86600,-23.312476639241165,-51.365003473416024,16198,3.49,30.22
SC,88359,-27.147792234066205,-48.957917977996665,11690,3.49,30.24
SP,8180,-23.492699699120692,-46.421026127498884,14355,3.49,34.48
MG,35670,-19.991238421800055,-44.4287294717797,3146,3.5,34.62
SP,1044,-23.545598238423416,-46.64145267015315,180,3.5,30
SP,3916,-23.588437863894512,-46.511440735471894,684,3.5,31.58
SP,6154,-23.560055882960995,-46.804468359531704,924,3.5,35.71
SP,36010,-21.764571387448182,-43.345973242398145,2896,3.5,37.5
SP,8260,-23.565855116526446,-46.434938444463164,8208,3.52,27.08
SP,13150,-22.641854186411003,-47.189385100712379,5015,3.53,29.41
SP,9572,-23.642441270973308,-46.560831266785357,2561,3.54,23.08
SP,7242,-23.438736681339236,-46.422618677390567,1309,3.55,36.36
SP,9405,-23.700765771223807,-46.4043333118322,3550,3.55,30.99
RJ,22640,-23.00126761701063,-43.335598837067188,5776,3.56,31.25
SP,17052,-22.340760688078756,-49.095069696465323,1008,3.56,37.5
RS,95360,-28.596703774432143,-51.7869460853158,1054,3.58,29.03
SP,13160,-22.571207861628345,-47.165768768733088,8160,3.58,29.17
SP,1026,-23.539657127270956,-46.631884212705785,11700,3.59,27.67
SP,12942,-23.122809182908796,-46.5600500939845,6642,3.59,29.27
SP,9271,-23.641860793712091,-46.500728072382415,15785,3.6,21.82
MG,36325,-21.109807916044407,-44.174779059637089,1219,3.61,26.09
PR,85804,-24.986482985801878,-53.493197106470362,954,3.61,27.78
SP,9270,-23.640563722528217,-46.494431842210382,14388,3.61,29.36
RJ,28630,-22.251294327685233,-42.540627381377178,2592,3.62,29.17
SP,17250,-22.074022270567585,-48.740256216555629,6580,3.63,22.86
SP,18401,-23.974148024905684,-48.871046643295088,536,3.63,37.5
MG,30190,-19.924640007158533,-43.94612171790461,66722,3.64,25.34
RJ,25750,-22.338529289758178,-43.128998839499971,1848,3.64,27.27
SP,1040,-23.541028179008823,-46.638324694969413,350,3.64,28
PR,85875,-25.4428621177467,-54.4027647277641,3367,3.65,21.62
SP,8140,-23.511203891310121,-46.399333426237881,3040,3.65,30
SP,9175,-23.68635904462997,-46.517078027603759,2714,3.65,21.74
SP,13830,-22.605618431997772,-46.9204472381335,3240,3.65,30
SP,88075,-27.585486027486752,-48.57989012662317,2431,3.65,29.41
MG,37590,-22.288146664323694,-46.611900913187732,12960,3.66,26.04
PR,86702,-23.390606579747445,-51.446644469055741,738,3.67,27.78
RJ,20756,-22.889303208418365,-43.304540372254628,13761,3.67,26.26
SP,3018,-23.53230248941005,-46.611344315772754,1444,3.68,23.68
SP,3804,-23.499143398150068,-46.483298548798615,11573,3.68,28.22
SP,4119,-23.596803948794253,-46.634621803173566,6201,3.68,26.42
SP,2034,-23.504072876495663,-46.624144216255807,1638,3.69,20.51
SP,3279,-23.584873378842609,-46.541400424516354,468,3.69,30.77
SP,14090,-21.179893192109972,-47.788429123068624,22932,3.69,25.27
SP,14910,-21.737063142421789,-48.687600901117023,2652,3.69,23.08
SP,13347,-23.13411287780508,-47.22797514137568,8448,3.7,24.24
GO,72801,-16.26249927186602,-47.956459959807795,459,3.71,17.65
MG,35680,-20.077863070164636,-44.576133772160553,120560,3.71,22.63
SC,88715,-28.633920987357754,-49.024157474362937,4760,3.71,23.53
SP,1230,-23.536310405918019,-46.657112008634122,4830,3.71,23.81
SP,1547,-23.5829939617234,-46.621126761640333,1711,3.71,23.73
SP,5043,-23.525700606115233,-46.691691746509825,731,3.71,23.53
SP,2537,-23.491312375387341,-46.652459748099453,2280,3.72,17.5
SP,3423,-23.551038737265085,-46.5414857419749,330,3.73,27.27
SP,3520,-23.547067431340068,-46.521644390616956,832,3.73,26.92
SP,4281,-23.606213117621074,-46.609171704587588,550,3.73,27.27
SP,4361,-23.643527018246893,-46.662809362722335,6811,3.73,21.58
SP,11600,-23.771731754447991,-45.525295929464377,8208,3.73,22.92
SP,13257,-22.98825737588945,-46.853962695060865,9072,3.73,24.38
SP,13403,-22.72382652621296,-47.672897830228379,10212,3.73,23.91
SP,13566,-21.999484484661423,-47.887503669191894,6996,3.73,29.55
SP,14010,-21.179539568540228,-47.808597648254917,1617,3.73,27.27
SP,14781,-20.538930163096829,-48.558910730567845,6660,3.73,17.78
SP,17504,-22.213865032134283,-49.958519724399039,4898,3.73,24.05
SP,17509,-22.212335154405466,-49.945661185214938,1001,3.73,27.27
PR,80060,-25.429632416666806,-49.261316873381041,5339,3.74,15.79
PR,83280,-25.887866961664873,-48.584486146930033,4899,3.74,17.39
PR,87230,-23.622748095003278,-52.4701183751283,2790,3.74,23.66
SP,4696,-23.669413859519111,-46.702462512625246,1919,3.74,31.58
RJ,22775,-22.96914820115267,-43.383065237968147,68310,3.75,25.93
SP,3461,-23.569882479319656,-46.525535956916961,1032,3.75,29.17
SP,5170,-23.483583375571715,-46.748070542970162,736,3.75,31.25
DF,71070,-15.832786657811649,-47.946367393746826,12160,3.76,20.39
PR,83402,-25.347457401819998,-49.221942204932326,935,3.76,29.41
RJ,21041,-22.871441098801014,-43.258727578503773,5535,3.76,24.44
SP,1201,-23.536082809674177,-46.649539390469307,1386,3.76,23.81
SP,3471,-23.565095619050506,-46.518565094334257,5538,3.76,20.42
SP,3933,-23.584937418503809,-46.498673241857723,9604,3.76,24.78
SP,5008,-23.534573403492395,-46.675109589900643,1407,3.76,19.05
SP,5181,-23.455861458512839,-46.744091586764384,6100,3.76,22
SP,6653,-23.547053538149342,-46.929720881648549,3811,3.76,24.32
SP,14110,-21.254547608936214,-47.8152907655656,17136,3.76,25.4
SP,3701,-23.5134974016135,-46.550244505909305,896,3.77,21.43
SP,5125,-23.502723037382395,-46.738727859109062,3626,3.77,24.32
SP,7094,-23.453323968574644,-46.539933974985168,4851,3.77,19.19
SP,8410,-23.5489099819139,-46.422924960907757,3627,3.77,25.81
SP,9550,-23.617424303036877,-46.551881782188474,2912,3.77,23.08
SP,13560,-22.0150043648016,-47.890181085560975,15085,3.77,22.86
SP,15014,-20.81895923381396,-49.377346362257249,9768,3.77,18.02
RJ,24440,-22.827149190613206,-43.053948141229711,21896,3.78,20.17
MG,37706,-21.830410228340412,-46.549390786544826,3211,3.79,21.05
PR,87047,-23.414432773281252,-51.886017987098704,23760,3.79,22.92
SP,1239,-23.543095270084798,-46.631059196217635,4256,3.79,17.86
SP,4424,-23.687366153961619,-46.640449391641532,1292,3.79,23.53
SP,5030,-23.542073101813639,-46.691757669424838,1353,3.79,21.21
SP,13321,-23.191964626452798,-47.290258033420074,23424,3.79,20.83
BA,41820,-12.982806089337005,-38.45808623534635,26344,3.8,24.32
DF,72015,-15.838225542625722,-48.0534007188581,35343,3.8,21.16
SP,3334,-23.553659985884035,-46.572282911105034,4725,3.8,18.67
SP,4243,-23.625807260665148,-46.586376228960589,1700,3.8,28
SP,6016,-23.532463426093489,-46.779543075161286,600,3.8,30
SP,9725,-23.706316018037789,-46.556956230405831,23851,3.8,18.03
SP,14940,-21.757320637712777,-48.82974353343716,2225366,3.8,20.65
SP,18048,-23.536889528171123,-47.469686860085595,14017,3.8,18.69
MG,31730,-19.83605773381516,-43.94538236770012,5311,3.81,25.53
MG,35500,-20.140359687801343,-44.884079632219013,60769,3.81,20.9
MG,38400,-18.913247873843869,-48.278212244499755,56935,3.81,18.64
SP,6236,-23.510107869522781,-46.787354816664454,5319,3.81,18.52
SP,7032,-23.503896658683406,-46.554524150411929,9490,3.81,17.81
SP,13483,-22.560755022881633,-47.446494440652856,21082,3.81,22.44
GO,74563,-16.651041561786954,-49.267609605420546,319,3.82,27.27
SP,2030,-23.505871338521406,-46.624682569112728,1105,3.82,25.34
SP,3437,-23.55849530893288,-46.52911922454966,748,3.82,20.59
SP,5734,-23.625698962888166,-46.743468120722156,22880,3.82,21.15
SP,2407,-23.484875111923657,-46.6245752030633,4116,3.83,19.05
SP,3186,-23.565561714195844,-46.581638735996279,2523,3.83,13.79
SP,3872,-23.51245973126613,-46.500821488058619,471,3.83,23.57
SP,5634,-23.606375444414631,-46.737491420750629,3036,3.83,21.74
SP,5767,-23.63211434833531,-46.76077037734813,5742,3.83,19.7
SP,12230,-23.224503345848682,-45.887842850213289,78480,3.83,20.8
SP,13322,-23.192903749104527,-47.2753096960776,15851,3.83,19.08
SP,14075,-21.14024484395253,-47.791062918489445,5141,3.83,22.64
PR,86385,-23.112718429096923,-50.175860427059064,459,3.84,19.61
SP,1545,-23.580974143098491,-46.618310331626439,1426,3.84,12.9
SP,3167,-23.555744904272132,-46.594607877507251,3484,3.84,17.91
SP,6162,-23.553557038889782,-46.809139624788472,9424,3.84,18.42
SP,12327,-23.302318252316997,-45.971888178951964,114219,3.84,20.59
MG,38442,-18.645099494741675,-48.204993354698288,12516,3.85,18.79
SP,1021,-23.543000459064803,-46.632143233862479,897,3.85,17.95
SP,3204,-23.595498594800532,-46.559726963517086,40068,3.85,20.55
SP,5713,-23.626372677390449,-46.730333962724764,3380,3.85,15
SP,13880,-21.834918641034367,-46.899185725919921,3094,3.85,23.08
SP,14580,-20.432176899165228,-47.824163816178462,23569,3.85,22.39
RJ,21840,-22.868363814263645,-43.469232167950594,17875,3.86,19.38
SC,88704,-28.47592154374265,-49.01172864670756,3480,3.86,17.24
SP,9710,-23.710466484131675,-46.5489396504813,7056,3.86,26.19
SP,12243,-23.202268092167262,-45.898028480304632,44384,3.86,18.42
SP,13603,-22.34990807798938,-47.400753404998511,1708,3.86,21.43
PR,83709,-25.612764068813902,-49.372349515173234,2530,3.87,26.09
SC,88750,-28.274304945434459,-49.165211726860228,4140,3.87,17.39
SC,89560,-27.004476508038572,-51.152537104238682,131024,3.87,20.39
SP,3006,-23.541812243632897,-46.624550259441925,1692,3.87,20.57
SP,4571,-23.604780479603193,-46.693558557423742,4531,3.87,13.04
SP,9560,-23.632642413705778,-46.554381333703255,18018,3.87,19.05
SP,13908,-22.721605279768418,-46.844150475904208,1320,3.87,21.67
SP,15502,-20.416363755330902,-49.985003954240284,17152,3.87,16.41
SP,18015,-23.50275462656321,-47.430450592561058,9579,3.87,20.43
PR,85801,-24.95918428429226,-53.462644000056976,26467,3.88,19.6
RJ,25561,-22.768601480710739,-43.376893281665645,2310,3.88,19.05
RS,93348,-29.6747275036639,-51.147192995617182,450,3.88,12
SC,88215,-27.15657253033493,-48.503203785897846,20398,3.88,21.28
SP,6513,-23.461573403635921,-46.915295071691069,336,3.88,18.75
PR,87015,-23.428319760676171,-51.958334212668746,14268,3.89,17.89
SC,88301,-26.911876880258838,-48.656394110011732,4230,3.89,27.78
SP,3210,-23.600626796264407,-46.54953091064057,5544,3.89,19.44
SP,3809,-23.490663503446207,-46.476310913969058,6345,3.89,20.57
SP,13290,-23.085505074199169,-46.959540960670545,22578,3.89,14.08
SP,14020,-21.20106469222489,-47.802366376021759,25296,3.89,16.13
ES,29156,-20.27851289140612,-40.411675223412075,11092,3.9,19.07
PR,83450,-25.210806054806163,-49.111757263590967,210,3.9,30
RS,91350,-30.015528344866187,-51.162708252374621,22320,3.9,16.13
SP,4403,-23.670543920073367,-46.661055675847514,21824,3.9,18.48
SP,6696,-23.523945995127164,-46.941467620479735,319,3.9,17.24
SP,8250,-23.539944363160135,-46.439816187506004,30459,3.9,17.95
SP,11010,-23.933572609891662,-46.3296252775982,32591,3.9,19.06
MG,37135,-21.422172782486307,-45.964344365355842,3498,3.91,19.7
RJ,20051,-22.903063100942571,-43.18298926875736,880,3.91,22.73
RJ,24346,-22.949230362397245,-43.028055208043241,1840,3.91,21.74
SC,89520,-27.29094872874521,-50.577361136441247,6003,3.91,17.39
SP,3542,-23.531039542235842,-46.515832582854706,8584,3.91,16.22
SP,3569,-23.543150156894832,-46.490101309522792,6138,3.91,17.6
SP,5849,-23.652366177840211,-46.755753371957447,178992,3.91,17.9
SP,13304,-23.275224884481879,-47.277009124238539,1551,3.91,27.27
SP,13419,-22.729029230512754,-47.641148089805704,27200,3.91,19.5
SP,14401,-20.528619284338827,-47.387409996529257,38211,3.91,20.57
PR,86706,-23.427901225690107,-51.423885421809345,3536,3.92,18.27
RJ,21235,-22.837911776525186,-43.322271046058212,22001,3.92,18.37
SC,89288,-26.232193978218586,-49.4118822659543,390,3.92,23.08
SP,3265,-23.594940355849836,-46.541159250907619,897,3.92,23.08
SP,4438,-23.67656984888081,-46.669896904323309,15120,3.92,21.9
SP,9920,-23.681661597834154,-46.623333307785835,14880,3.92,17.5
PR,87114,-23.433450486351433,-51.866702811156017,7980,3.93,16.32
SC,89218,-26.27253092350632,-48.861531652040874,1904,3.93,21.43
SC,89259,-26.500511928687619,-49.085292336670271,1595,3.93,17.24
SP,1031,-23.541905853440461,-46.635087616916692,3782,3.93,17.21
SP,1511,-23.561456812728593,-46.632947935715087,13505,3.93,15.68
SP,3504,-23.537555370003897,-46.538228470176627,15204,3.93,16.85
SP,4773,-23.682247334602753,-46.7089856370157,3420,3.93,18.95
MG,38408,-18.92408019816434,-48.249267186591538,102809,3.94,16.54
PR,87083,-23.387644893671027,-51.955193704581873,42485,3.94,18.43
RJ,25803,-22.117081691207215,-43.211924511561755,2484,3.94,19.44
SP,3275,-23.583987138697704,-46.541397033409766,9024,3.94,20.31
SP,4771,-23.681586890410809,-46.712073725271551,1116,3.94,16.13
SP,4905,-23.674725263248259,-46.75060206710468,952,3.94,5.88
SP,5373,-23.583601560330457,-46.758585811620208,510,3.94,20.59
SP,7097,-23.4456553822526,-46.541524852773989,11424,3.94,17.65
SP,8752,-23.543394600163566,-46.262085681846166,8319,3.94,19.21
SP,13215,-23.169668058717317,-46.886715164164947,1258,3.94,23.53
SP,14405,-20.528759136177388,-47.411109783856091,17640,3.94,15.87
SP,19800,-22.6655860999343,-50.415247086026952,10455,3.94,16.47
SP,19804,-22.663902111270872,-50.435818033107395,2048,3.94,15.63
SP,1209,-23.540695255566064,-46.64158293572283,2997,3.95,18.92
SP,1233,-23.536246540149953,-46.661665217965776,12222,3.95,17.46
SP,6060,-23.553054468928512,-46.781980984700489,12136,3.95,17.68
SP,7031,-23.49371885142067,-46.546188563512089,29568,3.95,15.1
SP,15085,-20.836208821802984,-49.388070956996053,4028,3.95,21.05
SP,15704,-20.280018460507243,-50.551435046389678,5959,3.95,16.83
MG,35501,-20.162109146386349,-44.901916023628907,26572,3.96,20.55
SC,89701,-27.219925573290006,-52.023279896688614,525,3.96,24
SP,8275,-23.571275869065438,-46.479396724588426,22149,3.96,18.69
SP,9070,-23.643655369204687,-46.546368391966432,7644,3.96,23.08
GO,75650,-17.733896355961825,-49.115908890217518,6308,3.97,15.79
PR,85863,-25.524179417641456,-54.569548117779306,3577,3.97,15.07
RS,95913,-29.446579889966586,-51.961201913640991,4080,3.97,13.33
SP,2215,-23.490758745356786,-46.583369324717992,2562,3.97,18.03
SP,3106,-23.556284097103731,-46.616366508040223,1178,3.97,12.9
SP,3211,-23.60109205586647,-46.5536962508733,3193,3.97,16.13
SP,4160,-23.625475455621874,-46.612000441041161,33021,3.97,16.35
SP,14050,-21.172861452750702,-47.823699739561356,119145,3.97,18.58
SP,14400,-20.538924680582522,-47.401380546896064,17850,3.97,18.67
PR,80230,-25.441571360403621,-49.266874513873496,15810,3.98,21.18
SC,88820,-28.715980124328123,-49.299651376329933,9558,3.98,16.95
SP,5424,-23.568770707245964,-46.6981096352317,8091,3.98,17.24
SP,18110,-23.543319623797888,-47.457380033116756,43492,3.98,17.56
PR,87025,-23.382472093966729,-51.927966489669906,39360,3.99,17.92
RJ,21210,-22.84373140637614,-43.302426725826379,55970,3.99,15.54
SP,9951,-23.689006218373414,-46.590933120828744,9792,3.99,17.65
SP,15025,-20.806706931018436,-49.389164535249165,534394,3.99,17.92
MA,65072,-2.5012422006260011,-44.248163365967635,39501,4,16.29
MG,30315,-19.953802807940573,-43.930903615447718,7140,4,14.71
PR,86035,-23.311083432863459,-51.13491705629724,559,4,23.08
RJ,24710,-22.822624306841352,-43.003093742121536,8976,4,12.12
RS,95076,-29.178216467446862,-51.148684386139081,960,4,13.33
SC,88960,-29.108465252964578,-49.635232031218209,2363,4,17.65
SP,1212,-23.538268511790662,-46.639422632567644,27540,4,17.06
SP,1303,-23.549505698154661,-46.648432514288487,2158,4,23.08
SP,4250,-23.620422385707212,-46.598865669311209,812,4,17.86
SP,8072,-23.511511562483943,-46.484293700564692,551,4,21.05
SP,11450,-23.941954078998108,-46.302564779590192,13797,4,18.26
SP,13450,-22.757882920125372,-47.417054972475221,50516,4,19.36
SP,13500,-22.40895214371238,-47.563680414821143,13034,4,18.42
SP,13835,-22.338398569332114,-47.168320978361606,4011,4,19.05
SP,18017,-23.492578215801903,-47.410916704395866,2090,4,15.79
SP,18185,-23.811974554445907,-47.722907596818544,4264,4,11.54
SC,88085,-27.606573045395994,-48.592712089751465,12986,4.01,18.6
SC,89041,-26.914469334728018,-49.112263234420361,13200,4.01,17.27
MG,37410,-21.693370826873426,-45.259768671386894,94417,4.02,15.21
PR,81825,-25.528423545694103,-49.275490000556339,2403,4.02,16.85
PR,82940,-25.457666569768087,-49.217395749510153,4136,4.02,20.45
SC,89120,-26.827603296905583,-49.27037623408745,33630,4.02,14.04
SP,3031,-23.531856808842985,-46.620642037787285,750,4.02,18
SP,3880,-23.508321071381939,-46.485455457566651,3612,4.02,16.28
SP,4811,-23.710419062430677,-46.693254411983133,3240,4.02,15
RJ,26562,-22.770064916804252,-43.422339662467728,4002,4.03,17.24
SP,3971,-23.605615654434565,-46.489213375279562,1440,4.03,17.78
SP,4445,-23.683199704829605,-46.685265924218754,2205,4.03,17.14
SP,5537,-23.585935432230215,-46.735031727437772,3843,4.03,15.87
SP,9111,-23.671209032059874,-46.491167300720207,9048,4.03,24.14
SP,13033,-22.904936752566652,-47.0970847230203,2790,4.03,19.35
SP,19830,-22.4299509636415,-50.20543406742506,2145,4.03,18.46
MG,38414,-18.921397435860232,-48.3294633449633,50048,4.04,17.93
PR,80430,-25.430144074286282,-49.285319867446219,8400,4.04,16.07
PR,87005,-23.441740759137385,-51.927491581916478,3358,4.04,4.35
SP,4782,-23.691013046281817,-46.703810106207627,52780,4.04,14.79
SP,6715,-23.610141267374473,-46.876633816943382,2832,4.04,20.83
SP,7133,-23.436711113694074,-46.511340324744623,29309,4.04,16.71
SP,13270,-22.975458140722321,-47.002682392349556,4810,4.04,17.57
SP,13360,-22.997483794858965,-47.505725105505029,54249,4.04,15.98
SP,14085,-21.165898166464306,-47.7979691756581,64925,4.04,17.52
SP,16301,-21.427002247037212,-50.065009131816389,8300,4.04,14.16
PR,81770,-25.527873946750759,-49.241124975307393,9016,4.05,17.39
PR,83010,-25.542326473535166,-49.182195147235376,3000,4.05,17.5
PR,86010,-23.318127092647089,-51.15713642282811,35535,4.05,17.39
PR,87502,-23.759415570984824,-53.292783700900138,9180,4.05,15.29
RS,91920,-30.11175086655086,-51.243895878282288,4218,4.05,15.79
SC,89160,-27.214586575753955,-49.637725417940459,36096,4.05,16.15
SP,6717,-23.609451894779578,-46.91753331085016,4551,4.05,16.22
SP,8598,-23.466988487507592,-46.325287452241376,6888,4.05,15.48
SP,12952,-23.089925245856179,-46.61165422508774,2565,4.05,12.63
SP,14095,-21.191022995550167,-47.76791416876064,2717,4.05,15.79
SP,27277,-22.496952789883679,-44.127492009916175,8909,4.05,14.57
SP,13690,-21.9086341537278,-47.619584029505106,3043,4.06,17.65
BA,42738,-12.893166748087069,-38.337874625094116,18405,4.07,12.71
MG,31310,-19.873399844484627,-43.982326112714794,9331,4.07,16.28
MG,36502,-21.12487695186379,-42.926779548274759,1491,4.07,19.72
PR,84010,-25.094349162546603,-50.16088307377575,3795,4.07,13.33
SP,3632,-23.527982062237164,-46.549779808192817,667,4.07,17.24
SP,4265,-23.587353600670149,-46.615258338953872,10168,4.07,15.85
