seller_state,seller_zip_code_prefix,geolocation_lat,geolocation_lng,total_reviews,avg_review_score,percentage_negative_reviews
DF,71691,-15.880162327315897,-47.816959428036945,5940,4.2,11.11
MG,31340,-19.864773564300165,-43.989621966891924,1269,4.22,11.11
PB,58865,-6.4917945553482888,-37.451862106329045,486,4.22,11.11
PR,87140,-23.456820940059686,-52.039905497105458,1017,4.22,11.11
SP,9715,-23.715655922883048,-46.545747829147764,35856,4.22,11.11
SP,12020,-23.024280905181559,-45.559082115842081,2835,4.22,11.11
SP,9400,-23.711851451612141,-46.412441498836735,2106,4.26,11.11
RJ,24120,-22.883270236856816,-43.092274005588955,11988,4.28,11.11
SP,13806,-22.420002291515978,-46.968001106381536,1701,4.33,11.11
MG,37165,-21.109499455456902,-45.8298343383836,1062,4.39,11.11
RJ,20021,-22.912369544913425,-43.173500793354954,4752,4.44,11.11
RJ,27345,-22.544732957119646,-44.176405918697846,819,4.44,11.11
SP,4693,-23.679657110399781,-46.6914144899261,810,4.44,11.11
SP,13219,-23.188409628905866,-46.853987818287806,1242,4.44,11.11
SP,3303,-23.545203383248214,-46.587698164961168,738,4.56,11.11
SP,5417,-23.561433895535796,-46.689846013675329,1521,4.56,11.11
RJ,25730,-22.408608081087017,-43.131409146492537,3451,3.94,11.76
SP,11720,-24.008341755064745,-46.459292547167216,323,4.06,11.76
SP,14312,-20.916468353698388,-47.574216767527176,34,4.06,11.76
SP,17056,-22.353827052221803,-49.1014713601243,3009,4.08,11.76
PR,87702,-23.078837903414581,-52.4647318679761,493,4.12,11.76
SP,14709,-20.924599508487425,-48.490590772466327,3264,4.12,11.76
SP,14150,-21.208159120071986,-47.601620925843044,3145,4.18,11.76
SP,1035,-23.541614488738947,-46.641549142526522,663,4.24,11.76
SP,13165,-22.487817723352375,-47.204554712534517,1207,4.24,11.76
SP,4726,-23.636027323303836,-46.71300250099037,4029,4.29,11.76
SP,2036,-23.501744307143429,-46.6208028623093,799,4.35,11.76
SC,88308,-26.923253324789698,-48.695841076794537,1343,4.41,11.76
SP,16074,-21.193288718426629,-50.452794068679438,528,3.62,12.5
BA,45810,-16.432027097855737,-39.0756286722817,6416,3.63,12.5
SP,4710,-23.627754263109217,-46.695719848906464,920,3.75,12.5
SP,5743,-23.612208089975372,-46.753594733768757,88,3.87,12.5
SP,18080,-23.485222804707004,-47.459869899751858,856,3.87,12.5
SP,15170,-20.623521591055781,-49.651958449765473,1856,3.94,12.5
SP,3554,-23.538048801793138,-46.506520357932509,224,4,12.5
SP,8573,-23.492081988918009,-46.349936927503414,1024,4,12.5
SP,15805,-21.122415018222018,-48.963318951378405,296,4,12.5
PR,84178,-24.806893427540267,-50.000616812360406,224,4.06,12.5
MG,33200,-19.731097253636872,-43.94146568879755,3976,4.12,12.5
RJ,22745,-22.935058480174078,-43.333594070428539,3088,4.13,12.5
RS,95690,-29.649633636465815,-50.572926219838173,648,4.13,12.5
SP,18052,-23.53173194533856,-47.499803510587888,1208,4.13,12.5
SP,19042,-22.136229459861596,-51.372450045479781,1456,4.2,12.5
SP,6132,-23.556559690754991,-46.79838841332348,1872,4.21,12.5
MG,34710,-19.880489318726323,-43.903377359344425,832,4.25,12.5
PR,81320,-25.476488477709086,-49.321161948458879,1760,4.25,12.5
PR,86020,-23.312601073046359,-51.167179746017865,4800,4.25,12.5
PR,86039,-23.320821130920262,-51.141796234904319,416,4.25,12.5
RJ,23550,-22.930711174851957,-43.689463800258544,1488,4.25,12.5
SP,3307,-23.546724134529349,-46.574058052376287,216,4.25,12.5
SP,6080,-23.543532870600028,-46.784921573580071,1512,4.25,12.5
SP,14021,-21.213809752116319,-47.794874571723547,9120,4.25,12.5
SP,18090,-23.481599635478855,-47.448214832826025,904,4.25,12.5
SP,14079,-21.134122864665891,-47.745779042280638,3800,4.3,12.5
RJ,28470,-21.552859881634557,-42.196188780441375,4688,4.31,12.5
SP,13478,-22.743646919862503,-47.31203571315087,1920,4.31,12.5
SP,15130,-20.814771998995393,-49.506927524881782,6000,4.31,12.5
CE,60710,-3.7866266682213259,-38.567945481184438,848,4.37,12.5
GO,75640,-17.303499065835187,-49.026368790889961,568,4.37,12.5
SP,13090,-22.887802678045411,-47.038272773483563,528,4.37,12.5
SP,13506,-22.391765540585521,-47.548511125728623,3000,4.37,12.5
MG,36401,-20.657841773662891,-43.77659493151107,488,4.38,12.5
RS,95150,-29.375117732594422,-51.10823005629176,960,4.38,12.5
SP,5201,-23.413045473409838,-46.723677755774339,912,4.42,12.5
SP,6730,-23.622578843657745,-47.012727161682093,6896,4.44,12.5
SP,7071,-23.453505331514478,-46.562430775892885,312,4.5,12.5
SP,7221,-23.471205345281994,-46.472709682461719,216,4.5,12.5
SP,14015,-21.181218575214739,-47.80747857476068,1512,4.63,12.5
PR,86061,-23.312051474360246,-51.179697672272148,469,3.57,14.29
MG,30550,-19.943614899276088,-43.981846507408534,1253,3.86,14.29
PE,55002,-8.2856872862165645,-35.966465993202384,133,3.86,14.29
SC,89164,-27.223517738688045,-49.659990711396752,231,3.86,14.29
SP,6900,-23.835126827049802,-46.81408628502836,9387,3.86,14.29
SP,2150,-23.494034669174976,-46.568633209704338,420,3.93,14.29
SP,17017,-22.347194498048669,-49.059689146752326,2716,3.93,14.29
RS,94810,-30.006489300919636,-51.079514295924042,553,4,14.29
SP,14057,-21.132829205340819,-47.846432827881905,406,4,14.29
PR,85802,-24.966466359942885,-53.466729765315826,18081,4.01,14.29
SP,17300,-22.368024597233411,-48.3862619792224,5075,4.03,14.29
SP,14078,-21.140495922283161,-47.766518187513753,490,4.07,14.29
SP,15054,-20.786662976699208,-49.359327111273025,1288,4.07,14.29
SP,16500,-21.803200599395254,-49.602212692890127,5544,4.1,14.29
PR,85200,-24.75784641485761,-51.76595818161725,2086,4.14,14.29
SP,2510,-23.513042100765297,-46.651994467423542,161,4.14,14.29
SP,7866,-23.300036608071604,-46.709537721410577,322,4.14,14.29
SP,13040,-22.939429977545963,-47.059458753291878,2366,4.14,14.29
SP,83020,-25.558421343622733,-49.195697020152195,644,4.14,14.29
SP,85960,-24.554525017898513,-54.058524957866723,2247,4.14,14.29
PR,82560,-25.385984991938106,-49.244508505962067,4137,4.19,14.29
SP,13420,-22.735952742512122,-47.618398620058194,2310,4.21,14.29
SP,13845,-22.356314123198469,-46.951263364090096,2030,4.21,14.29
PR,81730,-25.508622878279319,-49.22668817395521,2751,4.24,14.29
RJ,21820,-22.881888435047646,-43.468997604007335,686,4.29,14.29
RJ,28800,-22.711927870432564,-42.63004113951235,2289,4.29,14.29
SP,4676,-23.661955443864191,-46.678835544350783,294,4.29,14.29
SP,13312,-23.258974175925228,-47.344200306602417,231,4.29,14.29
SP,17018,-22.359934494958647,-49.051324533543045,1078,4.29,14.29
PR,81460,-25.540551776875077,-49.33432433759198,2373,4.38,14.29
RJ,21931,-22.809517664348771,-43.200203165434935,7196,4.43,14.29
RJ,24355,-22.9411555966564,-43.043134176624925,497,4.43,14.29
SP,4795,-23.663024455640819,-46.710884046541842,350,4.43,14.29
SP,7070,-23.451973236755528,-46.557171675871189,1144,3.65,15.38
SP,16800,-21.132503677693609,-51.103186563082758,13494,3.9,15.38
SP,8730,-23.535671151861841,-46.201138334692288,3627,4,15.38
MG,32677,-19.943003504595811,-44.1136240110523,8580,4.02,15.38
SP,18136,-23.548583180283075,-47.137245126987445,1118,4.08,15.38
RJ,26379,-22.737014861000539,-43.563618736776355,910,4.12,15.38
MG,31555,-19.841600785453995,-43.980221836123611,1456,4.23,15.38
SC,88350,-27.105724111171028,-48.933318225332336,3302,4.23,15.38
SP,6040,-23.569298792364656,-46.783108126628264,1287,4.23,15.38
SP,13840,-22.366040649505827,-46.938167133581921,3068,4.23,15.38
SP,13505,-22.378490113006432,-47.565194684429564,1937,4.46,15.38
MG,32372,-19.920569470900052,-44.026409585033619,377,4.54,15.38
SP,3731,-23.510860049251871,-46.536759544685275,240,3.33,16.67
RJ,20031,-22.909572437655488,-43.1777031129869,2322,3.5,16.67
SP,5051,-23.527430208285196,-46.696028384860327,822,3.67,16.67
SP,19027,-22.112262423842857,-51.4211796662306,144,3.67,16.67
MT,78095,-15.660155696268346,-56.051496811618421,1620,3.72,16.67
PR,86030,-23.294530596455626,-51.129200154969574,594,3.78,16.67
RJ,20520,-22.926258825257282,-43.231846424609152,2910,3.83,16.67
SP,13310,-23.275310701223678,-47.307125332161839,1122,3.83,16.67
SP,4378,-23.649632268343144,-46.660664707788747,5568,3.91,16.67
SP,9182,-23.697396339460539,-46.530321520145591,1092,3.92,16.67
SP,15070,-20.818007214067116,-49.362320118486714,3696,3.94,16.67
MG,32315,-19.941628099202305,-44.041858587022176,1500,4,16.67
MG,39400,-16.721976101453777,-43.862913638944732,4344,4,16.67
SP,3343,-23.559338434412677,-46.570974070732177,540,4,16.67
SP,6246,-23.498858559998244,-46.807065777531179,522,4,16.67
SP,9750,-23.688118958076764,-46.55322175065389,2058,4,16.67
SP,13206,-23.211336157869354,-46.880302938807731,21186,4,16.67
SP,18550,-23.287426948305722,-47.6705861467145,8820,4,16.67
SP,19160,-22.07699368740586,-51.467562825000464,696,4,16.67
PI,64033,-5.12360945433745,-42.76834387096315,48,4.08,16.67
SP,15804,-21.121028432249719,-48.970818284711179,1008,4.08,16.67
SP,11040,-23.972315584927909,-46.314413923650015,9450,4.13,16.67
PE,50751,-8.0650255648060956,-34.917935588241974,186,4.17,16.67
PR,83823,-25.659910431367269,-49.299582691720758,522,4.17,16.67
SP,2522,-23.504422165823115,-46.659183067016656,264,4.17,16.67
SP,5127,-23.497544650322837,-46.738941376556753,162,4.17,16.67
SP,5528,-23.594618027770473,-46.757242277327265,1524,4.17,16.67
SP,6192,-23.52769283730591,-46.801349792666912,528,4.17,16.67
SP,13380,-22.785778889541046,-47.312537141740727,912,4.17,16.67
SP,13613,-22.18164759931344,-47.404266712265489,396,4.17,16.67
PR,86707,-23.424820380972879,-51.433661455899596,468,4.25,16.67
RJ,20060,-22.907426460034817,-43.221112903281877,324,4.25,16.67
MG,35400,-20.39101146673795,-43.507047162023532,9612,4.33,16.67
PR,85960,-24.554525017898513,-54.058524957866744,1926,4.33,16.67
RJ,25070,-22.780162791974302,-43.304303646717116,2388,4.33,16.67
RS,99730,-27.728956133348813,-52.536535128236906,108,4.33,16.67
SP,3647,-23.525957810107158,-46.527635238089474,336,4.33,16.67
SP,4360,-23.640036256150189,-46.663284637790248,270,4.33,16.67
SP,6186,-23.533257619282658,-46.813092215922907,696,4.33,16.67
SP,7051,-23.467922900231414,-46.550763123809631,570,4.33,16.67
SP,7901,-23.282843367454195,-46.746150145052646,120,4.33,16.67
SP,2047,-23.517215553825054,-46.6186739638723,66,3.64,18.18
SP,6453,-23.497077991394541,-46.851058374914146,836,3.73,18.18
SP,6056,-23.566292989796672,-46.787821372127027,2156,3.77,18.18
ES,29100,-20.339596041885869,-40.295493495869763,1243,3.82,18.18
SP,4776,-23.687007595079187,-46.702402963124257,3124,3.86,18.18
DF,72460,-16.022946583979181,-48.05071815778448,33,3.91,18.18
SP,17500,-22.218071537237172,-49.950221359101633,2541,3.94,18.18
CE,60741,-3.7899436621017468,-38.550588541500204,341,4,18.18
RJ,24900,-22.919618105516072,-42.839789575585321,1419,4,18.18
RS,93032,-29.776533866839515,-51.130685163300733,594,4,18.18
SP,13375,-20.56936647541443,-46.023119148501273,231,4,18.18
SP,7093,-23.457896264617631,-46.540663389967506,1221,4.09,18.18
PR,81520,-25.461728859390917,-49.239920365166711,660,4.18,18.18
RJ,23095,-22.869409666215009,-43.556587177829428,1232,4.18,18.18
RS,95270,-29.035257065411397,-51.183154546287696,1694,4.18,18.18
PR,85880,-25.147980629391814,-54.303651451155282,737,4.27,18.18
SP,5676,-23.596964866261931,-46.698618438976077,209,4.27,18.18
SP,9571,-23.634902556306113,-46.564837338912454,1881,4.27,18.18
SP,7411,-23.405155780523593,-46.3429670137058,400,3.6,20
SP,13416,-22.716901581653733,-47.640188263206127,655,3.6,20
SP,11013,-23.937701640508333,-46.32599744254459,4250,3.64,20
MG,35180,-19.54534060672351,-42.643848513674982,4260,3.67,20
SP,8832,-23.516913648399584,-46.104172455265179,30,3.7,20
SP,2969,-23.492058779163493,-46.710628039181827,500,3.75,20
SP,2443,-23.472994531200303,-46.647429411903452,14400,3.78,20
MG,30285,-19.91674942216083,-43.901829658528179,1095,3.8,20
PR,83602,-25.472311300959113,-49.538963646217745,395,3.8,20
SP,1023,-23.542330784361457,-46.63137340438761,100,3.8,20
SP,5786,-23.635191671137648,-46.772495978507834,260,3.8,20
SP,13251,-22.995761860301517,-46.836461575278413,310,3.8,20
SP,18680,-22.593650748264121,-48.799662311412945,315,3.8,20
PR,85853,-25.555693074886484,-54.563631110157715,1875,3.84,20
SP,8270,-23.561185904622885,-46.461300810486954,14495,3.85,20
SP,2451,-23.499162903885033,-46.642112000093753,780,3.87,20
PR,85812,-24.949359133795447,-53.447920001105153,4450,3.88,20
RJ,26510,-22.816628254842055,-43.416324968037635,4350,3.88,20
SP,4461,-23.691183009689929,-46.679584294640946,2160,3.89,20
BA,45816,-16.400187212609051,-39.262746914036022,2520,3.9,20
GO,74305,-16.693944764134731,-49.296994337801792,480,3.9,20
MG,38950,-19.51503918073983,-46.561608235127451,4720,3.9,20
RJ,26255,-22.760838936119494,-43.4566510138106,3490,3.9,20
SP,6018,-23.540899991961361,-46.776112969814932,4590,3.9,20
SP,8041,-23.515282658322345,-46.440756043913304,1530,3.9,20
SP,31160,-19.87892324510732,-43.931504978901224,2680,3.9,20
SP,8011,-23.495362043427065,-46.446728151653723,4895,3.93,20
RJ,21040,-22.858267172627272,-43.25269222978843,1950,4,20
SP,3063,-23.532438323637056,-46.564320279722772,260,4,20
SP,3551,-23.533203550140836,-46.503419679166882,260,4,20
SP,3560,-23.54761002719388,-46.499776496197256,160,4,20
SP,4296,-23.621197888443756,-46.60394747117315,385,4,20
SP,4857,-23.7639730208048,-46.688081478802111,2040,4,20
SP,9110,-23.671410321922412,-46.506074637083486,905,4,20
SP,11015,-23.953153311271478,-46.319207720969487,11760,4,20
SP,12238,-23.256593496952409,-45.920093072872113,270,4,20
SP,18220,-23.561571066058448,-47.885100548528342,50,4,20
ES,29056,-20.304515729849843,-40.29957607459329,1310,4.1,20
PR,86047,-23.346965763755968,-51.171659062586336,1390,4.1,20
SP,7180,-23.452264540060213,-46.4764407285649,915,4.13,20
DF,71906,-15.831018038801858,-48.011029501314816,55,4.2,20
MS,79112,-20.441781015109182,-54.655910560286465,560,4.2,20
PR,81630,-25.483030814887616,-49.254803611702862,600,4.2,20
RS,96530,-29.723802873745612,-53.179187166606319,110,4.2,20
SC,88353,-27.121052540706188,-48.911976159442005,405,4.2,20
SP,1309,-23.555493080015935,-46.658452189500672,575,4.2,20
SP,3976,-23.612067535693409,-46.49758166095674,275,4.2,20
ES,29107,-20.354058884014457,-40.301288870722168,135,4.4,20
RS,90620,-30.049924834136863,-51.201922639241616,1140,4.4,20
PR,87060,-23.449039756796459,-51.953423054480673,1152,3,22.22
MG,30120,-19.918527030159282,-43.939889982987644,1080,3.56,22.22
SP,3548,-23.5408009363057,-46.511778591828929,405,3.56,22.22
SP,12240,-23.224298357534792,-45.913200820895945,2106,3.78,22.22
SP,3654,-23.52521943692642,-46.517028705036068,450,3.89,22.22
SP,15055,-20.794068968967022,-49.365081320140085,657,3.89,22.22
SP,17280,-22.348013116995094,-48.784495697020553,2142,3.89,22.22
SP,2422,-23.471748790241357,-46.636773176700281,1008,4,22.22
SP,8050,-23.511213244711531,-46.458844679310069,1782,4,22.22
SP,9570,-23.63274491727471,-46.565430982266754,1305,4,22.22
PB,58030,-7.1147108087531388,-34.855616162565781,882,4.11,22.22
SP,7170,-23.431867474054954,-46.434923088301,4680,4.11,22.22
SC,88802,-28.682934818240089,-49.370217581025443,1395,4.22,22.22
SP,14806,-21.75125793732586,-48.158815794108349,784,2.75,25
MG,38770,-17.732005370360085,-46.165887314234979,732,3.25,25
RJ,28950,-22.766572484803721,-41.9086752059863,1576,3.25,25
SP,1156,-23.528921138302913,-46.666437245144991,376,3.25,25
MG,35900,-19.630798716958839,-43.22225368010821,2836,3.5,25
MG,36525,-21.004635252745505,-42.720345724260504,84,3.5,25
PR,86181,-23.279836234367632,-51.28352361017776,260,3.5,25
SC,89082,-26.894866389022216,-49.250855221345034,100,3.5,25
SP,2261,-23.467505149821427,-46.577296212716455,136,3.5,25
SP,3688,-23.527952279641308,-46.484053482855032,200,3.5,25
SP,17370,-22.569639672881546,-48.15539870681134,148,3.5,25
SP,19063,-22.128139671808409,-51.441435983808169,3068,3.54,25
SP,13418,-22.725079692431564,-47.630333420285545,1408,3.56,25
SP,13015,-22.904213692481406,-47.056548996378041,1548,3.58,25
PR,83005,-25.538499348815026,-49.199509926836242,1344,3.62,25
SP,9810,-23.719576291836965,-46.564753092486733,6272,3.62,25
SC,88132,-27.646892846781906,-48.680545044873242,1552,3.63,25
SC,89214,-26.328275192563538,-48.880325259912475,1144,3.66,25
PR,83607,-25.453481389268706,-49.511319502592755,348,3.67,25
SP,19815,-22.655662293967403,-50.39542900698364,756,3.67,25
SP,11431,-23.995826199432809,-46.278739121294024,6200,3.7,25
RJ,20040,-22.905686000249094,-43.177156307060464,4944,3.75,25
RS,95020,-29.166313811594904,-51.178313942502321,9548,3.75,25
SC,89256,-26.481293919027944,-49.058517578119535,680,3.75,25
SC,89820,-26.87641510042257,-52.403994657794023,2488,3.75,25
SP,2751,-23.490900340040664,-46.682127724925621,168,3.75,25
SP,3565,-23.538623910110676,-46.494479152918842,100,3.75,25
SP,5303,-23.52768103265479,-46.730623323146808,17056,3.75,25
SP,6038,-23.565530297621951,-46.778367232669964,152,3.75,25
SP,6268,-23.500049669431021,-46.778227331845152,336,3.75,25
SP,6501,-23.444028672483597,-46.915509131360871,328,3.75,25
SP,7400,-23.396225427258642,-46.324075599173696,1064,3.75,25
SP,11442,-23.9761179149753,-46.220038439706194,312,3.75,25
SP,15051,-20.790876797535191,-49.370116316892229,384,3.75,25
SP,4007,-23.57923601959563,-46.653829772757447,2736,3.76,25
SC,88801,-28.676778989638027,-49.369430926573919,3560,3.8,25
MG,35160,-19.499290040031866,-42.547175325981819,5824,3.81,25
RJ,25035,-22.755338688692209,-43.308531682770784,1476,3.83,25
SP,13520,-22.551245258699232,-47.90659642198051,7272,3.86,25
RJ,21510,-22.842510033295923,-43.353490690661332,648,3.88,25
RO,76900,-10.87722223893279,-61.958415084582221,864,3.88,25
SP,4476,-23.707230333178348,-46.624927504730991,1568,3.88,25
SP,4833,-23.743497549425388,-46.7063287059671,800,3.88,25
SP,19802,-22.669353928606768,-50.42693117309733,872,3.88,25
ES,29704,-19.526644305085586,-40.662431856344476,240,4,25
GO,74835,-16.715788940090025,-49.274026122404408,276,4,25
MG,30421,-19.937105985386669,-43.976310243065157,1736,4,25
PR,84500,-25.474093335032038,-50.65035940195515,968,4,25
PR,85988,-24.702966464945906,-54.237447997437719,176,4,25
RJ,20081,-22.897715083300223,-43.183329920606432,432,4,25
SC,89080,-26.902775560081718,-49.242222917429061,120,4,25
SP,2941,-23.478802923326484,-46.722724700331732,76,4,25
SP,9812,-23.724885049110526,-46.570414288708633,1312,4,25
SP,14076,-21.156700327270219,-47.786195230414585,244,4,25
SP,14784,-20.578227595384309,-48.557940763421726,656,4,25
SP,14804,-21.767158575422421,-48.198227193799163,912,4,25
SP,17514,-22.185586681748319,-49.926333650430486,476,4,25
PR,87065,-23.445068629664824,-51.9771308204789,768,4.06,25
SP,13573,-22.060051378354103,-47.902461691589842,608,4.13,25
PR,83409,-25.37630077434973,-49.182382289020943,188,4.25,25
SC,88032,-27.528367115974635,-48.491913713782147,833,3,28.57
PR,82620,-25.38315509684729,-49.221476566551715,532,3.29,28.57
PR,83321,-25.446809987466871,-49.1769727607593,574,3.29,28.57
SP,6465,-23.49852069408211,-46.850537076300611,315,3.43,28.57
ES,29032,-20.252615418053029,-40.319583384075706,441,3.57,28.57
PR,87240,-23.771858350650842,-52.448328002715073,399,3.57,28.57
SP,2119,-23.512207803130355,-46.592639049441573,406,3.57,28.57
SP,3638,-23.528238244935558,-46.541529742012607,280,3.57,28.57
SP,7123,-23.44488202081774,-46.525608023087514,1190,3.57,28.57
SP,7402,-23.396334781814463,-46.314705695414155,1638,3.57,28.57
SP,15050,-20.789580398110381,-49.372499363338534,658,3.57,28.57
PR,86060,-23.312446047306587,-51.175666185697168,938,3.71,28.57
SP,4705,-23.621530849176292,-46.695188196826926,875,3.71,28.57
SP,18044,-23.510186495798688,-47.478029694041908,651,3.71,28.57
MG,36886,-21.136388018041888,-42.399282851834,42,3.86,28.57
PR,86703,-23.393188641236925,-51.41988497593055,350,3.86,28.57
SP,1541,-23.569252740578712,-46.618616973058089,245,3.86,28.57
MG,30130,-19.93185558700409,-43.932647431010295,7742,3.93,28.57
SP,17605,-21.93506719324893,-50.524818825165937,156,2.33,33.33
SP,88136,-27.640827548878654,-48.709477713256035,96,2.33,33.33
SC,89070,-26.873788805443041,-49.128011971985536,1050,2.93,33.33
PR,84172,-24.792876208199974,-49.993133073872329,237,3,33.33
SP,3521,-23.547583775444895,-46.518534048107625,81,3,33.33
SP,15500,-20.420269781817659,-49.971683879011252,894,3,33.33
SP,3572,-23.574835967738572,-46.496808783178324,1698,3.17,33.33
ES,29313,-20.832321374386961,-41.157260281263369,210,3.33,33.33
PR,80420,-25.43757779822154,-49.281917193320339,6720,3.33,33.33
SP,2118,-23.515006511347323,-46.592774634882382,48,3.33,33.33
SP,3827,-23.4838499287337,-46.481819034732517,126,3.33,33.33
SP,3476,-23.572079387384726,-46.511487864700641,2064,3.35,33.33
SP,15015,-20.819120747840604,-49.3790279174109,20790,3.41,33.33
PR,85904,-24.711673570658885,-53.747606481343865,1056,3.42,33.33
RJ,28990,-22.923756548355584,-42.504479668546423,2955,3.47,33.33
DF,72210,-15.806986072902076,-48.104958853481016,1488,3.5,33.33
MG,30150,-19.925953136630511,-43.927001221208307,2940,3.5,33.33
PR,80210,-25.440487711584133,-49.244403876668748,384,3.5,33.33
SP,1530,-23.568944498063477,-46.630089188205389,960,3.5,33.33
SP,8226,-23.55225668420784,-46.534861708085728,174,3.5,33.33
SP,13471,-22.726194334553124,-47.337254625787729,372,3.5,33.33
SP,5004,-23.532683468084457,-46.665586314214792,459,3.56,33.33
SP,7023,-23.477578195722138,-46.541043087692763,7440,3.56,33.33
SP,2976,-23.476142147293096,-46.715789189519306,1920,3.57,33.33
SP,18087,-23.459173046685173,-47.404545800510455,5640,3.57,33.33
CE,60025,-3.7359416316562646,-38.531211615038032,69,3.67,33.33
PE,52020,-8.0454131245450178,-34.894479353801344,432,3.67,33.33
PR,80050,-25.435988026002335,-49.242692326351865,924,3.67,33.33
PR,85948,-24.625809140863741,-54.226730857752152,75,3.67,33.33
PR,86820,-23.665523235370994,-51.356596684227043,204,3.67,33.33
RJ,20921,-22.893703236582247,-43.231517621190044,537,3.67,33.33
RJ,20950,-22.903995691416739,-43.255586095591546,891,3.67,33.33
RJ,21240,-22.8111210300632,-43.326212799077666,405,3.67,33.33
SC,89900,-26.733413761251626,-53.517529914408513,1125,3.67,33.33
SP,1208,-23.538660495662256,-46.638982046020161,117,3.67,33.33
SP,4123,-23.610422115790868,-46.626594365292092,48,3.67,33.33
SP,4386,-23.663567055703336,-46.655173730691466,90,3.67,33.33
SP,5594,-23.582541073649491,-46.739936906511936,342,3.67,33.33
SP,6436,-23.53770033773888,-46.888883924584192,786,3.67,33.33
SP,8452,-23.532068071956989,-46.397375262405454,396,3.67,33.33
SP,9251,-23.630386001373815,-46.507490263374258,246,3.67,33.33
SP,9380,-23.641735998374521,-46.478645021121224,468,3.67,33.33
SP,9931,-23.666661956738846,-46.622739469527993,297,3.67,33.33
SP,12995,-22.780736129682907,-46.588867109618313,216,3.67,33.33
SP,15400,-20.737529991999672,-48.909036466250789,1053,3.67,33.33
SP,86170,-23.059061150910853,-51.037541668178719,243,3.67,33.33
RO,76804,-8.7661945458074975,-63.893565458644161,840,3.83,33.33
MG,31920,-19.870855445819217,-43.912557996644686,288,4,33.33
SP,9434,-23.66004151862936,-46.372941065863955,185,2.8,40
RJ,22713,-22.930174584016687,-43.396083912145649,1530,3,40
SP,12600,-22.73089307532096,-45.123472790270419,485,3,40
RJ,21825,-22.892248480036507,-43.4708662033272,1380,3.13,40
MG,37640,-22.855478223289118,-46.319501271003993,1220,3.2,40
PR,86690,-22.837653869064951,-51.973422045406195,1130,3.2,40
RJ,22051,-22.972873846317359,-43.190521303708735,1325,3.2,40
SE,49980,-10.325930835011331,-36.577528816656979,100,3.2,40
SP,2122,-23.511966093580153,-46.583864377181442,330,3.2,40
SP,18060,-23.491386351129062,-47.470606253983213,605,3.2,40
PB,58280,-6.8371685949578023,-35.126887193067311,720,3.33,40
SC,88901,-28.944044468843742,-49.499183406076632,210,3.4,40
SP,2110,-23.519097465042979,-46.595538854316061,90,3.4,40
SP,2112,-23.517448624283098,-46.590451219647392,230,3.4,40
SP,3407,-23.543388118202341,-46.550955016037875,500,3.4,40
SP,15046,-20.776863599768539,-49.364111217951773,1010,3.4,40
BA,40243,-12.979401136116154,-38.497417925350781,180,3.6,40
SP,13091,-22.8773975253753,-47.029468512231539,585,3.6,40
SP,3589,-23.551668533356,-46.486508775351652,500,3.8,40
CE,63540,-6.7925573393269012,-39.298596402158608,104,2,50
MG,31525,-19.825924131198079,-43.972410663201806,260,2,50
PR,80540,-25.406298196877032,-49.26049870142463,440,2,50
SP,2750,-23.493303022058086,-46.680637716080824,20,2,50
SP,5856,-23.65166354377768,-46.784286989894149,164,2,50
SP,8596,-23.481237681026691,-46.315741872345264,46,2,50
SP,9820,-23.740896772127165,-46.555203353202614,828,2,50
SP,9895,-23.704427404926466,-46.570177102858736,694,2,50
RS,91360,-30.020228951578048,-51.154714915131329,760,2.5,50
RS,92025,-29.924146120759737,-51.161634590868978,232,2.5,50
RS,95240,-28.8019037608538,-51.289858370843831,46,2.5,50
SC,88102,-27.595808214718854,-48.616197114293627,230,2.5,50
SC,89825,-26.959436655053853,-52.531715111771994,272,2.5,50
SP,1207,-23.539175560135188,-46.638654150010119,124,2.5,50
SP,2117,-23.51865496410495,-46.593659848194633,80,2.5,50
SP,3172,-23.552702742255768,-46.58532810957918,22,2.5,50
SP,5083,-23.532956160041529,-46.716796816499077,364,2.5,50
SP,5315,-23.533374471737655,-46.731281322571149,228,2.5,50
SP,6544,-23.463703230285851,-46.852472902817439,254,2.5,50
SP,12062,-23.003031488837681,-45.546931134148728,188,2.5,50
SP,15813,-21.12894493607704,-49.017168616382435,38,2.5,50
SP,17350,-22.51618721317427,-48.562805486029227,816,2.5,50
SP,18681,-22.599122330556664,-48.787509864018588,168,2.5,50
SP,44600,-12.154533930203856,-39.74046054005801,300,2.5,50
SC,88090,-27.592213711847226,-48.595468817435076,1806,2.57,50
SP,12228,-23.251060768328074,-45.834351851646531,1270,2.7,50
RJ,20020,-22.907494545333339,-43.173169129478467,448,2.75,50
RS,90630,-30.043567869555396,-51.195071083947504,464,2.75,50
SP,1403,-23.568755038771076,-46.653409444145815,1124,2.75,50
SP,2523,-23.505830147086829,-46.655628231799355,132,2.75,50
SP,3064,-23.5333089610381,-46.56975840842567,288,2.75,50
SP,13203,-23.215675309327462,-46.860366758535207,936,2.75,50
RS,92120,-29.949839227216536,-51.168493858353521,822,2.83,50
SP,7052,-23.472641308374008,-46.554051623140253,306,2.83,50
SC,88316,-26.943749340786521,-48.721635896755046,518,2.93,50
SP,3322,-23.548689156518986,-46.565538138021928,1800,2.95,50
DF,71936,-15.840002227136717,-48.024675321249831,254,3,50
GO,75110,-16.333203586124093,-48.939629570403746,178,3,50
